year,age,gender,educational_attainment_4_groups,population
2001,94,Female,Unspecified,0
2001,94,Female,Not applicable,0
2001,95,Male,No schooling/less than primary,743
2001,95,Male,Primary,173
2001,95,Male,Secondary,78
2001,95,Male,Higher,52
2001,95,Male,Unspecified,0
2001,95,Male,Not applicable,0
2001,95,Female,No schooling/less than primary,2041
2001,95,Female,Primary,466
2001,95,Female,Secondary,174
2001,95,Female,Higher,95
2001,95,Female,Unspecified,0
2001,95,Female,Not applicable,0
2001,96,Male,No schooling/less than primary,532
2001,96,Male,Primary,158
2001,96,Male,Secondary,38
2001,96,Male,Higher,30
2001,96,Male,Unspecified,0
2001,96,Male,Not applicable,0
2001,96,Female,No schooling/less than primary,1540
2001,96,Female,Primary,429
2001,96,Female,Secondary,124
2001,96,Female,Higher,85
2001,96,Female,Unspecified,0
2001,96,Female,Not applicable,0
2001,97,Male,No schooling/less than primary,542
2001,97,Male,Primary,133
2001,97,Male,Secondary,44
2001,97,Male,Higher,22
2001,97,Male,Unspecified,0
2001,97,Male,Not applicable,0
2001,97,Female,No schooling/less than primary,1505
2001,97,Female,Primary,318
2001,97,Female,Secondary,108
2001,97,Female,Higher,48
2001,97,Female,Unspecified,0
2001,97,Female,Not applicable,0
2001,98,Male,No schooling/less than primary,477
2001,98,Male,Primary,110
2001,98,Male,Secondary,28
2001,98,Male,Higher,13
2001,98,Male,Unspecified,0
2001,98,Male,Not applicable,0
2001,98,Female,No schooling/less than primary,1249
2001,98,Female,Primary,259
2001,98,Female,Secondary,88
2001,98,Female,Higher,46
2001,98,Female,Unspecified,0
2001,98,Female,Not applicable,0
2001,99,Male,No schooling/less than primary,862
2001,99,Male,Primary,113
2001,99,Male,Secondary,38
2001,99,Male,Higher,14
2001,99,Male,Unspecified,0
2001,99,Male,Not applicable,0
2001,99,Female,No schooling/less than primary,2289
2001,99,Female,Primary,261
2001,99,Female,Secondary,76
2001,99,Female,Higher,38
2001,99,Female,Unspecified,0
2001,99,Female,Not applicable,0
2001,100,Male,No schooling/less than primary,561
2001,100,Male,Primary,69
2001,100,Male,Secondary,30
2001,100,Male,Higher,18
2001,100,Male,Unspecified,0
2001,100,Male,Not applicable,0
2001,100,Female,No schooling/less than primary,1415
2001,100,Female,Primary,204
2001,100,Female,Secondary,55
2001,100,Female,Higher,29
2001,100,Female,Unspecified,0
2001,100,Female,Not applicable,0
2001,101,Male,No schooling/less than primary,265
2001,101,Male,Primary,61
2001,101,Male,Secondary,17
2001,101,Male,Higher,8
2001,101,Male,Unspecified,0
2001,101,Male,Not applicable,0
2001,101,Female,No schooling/less than primary,954
2001,101,Female,Primary,116
2001,101,Female,Secondary,46
2001,101,Female,Higher,28
2001,101,Female,Unspecified,0
2001,101,Female,Not applicable,0
2001,102,Male,No schooling/less than primary,95
2001,102,Male,Primary,8
2001,102,Male,Secondary,1
2001,102,Male,Higher,0
2001,102,Male,Unspecified,0
2001,102,Male,Not applicable,0
2001,102,Female,No schooling/less than primary,335
2001,102,Female,Primary,34
2001,102,Female,Secondary,11
2001,102,Female,Higher,4
2001,102,Female,Unspecified,0
2001,102,Female,Not applicable,0
2001,103,Male,No schooling/less than primary,51
2001,103,Male,Primary,3
2001,103,Male,Secondary,0
2001,103,Male,Higher,0
2001,103,Male,Unspecified,0
2001,103,Male,Not applicable,0
2001,103,Female,No schooling/less than primary,158
2001,103,Female,Primary,10
2001,103,Female,Secondary,3
2001,103,Female,Higher,3
2001,103,Female,Unspecified,0
2001,103,Female,Not applicable,0
2001,104,Male,No schooling/less than primary,35
2001,104,Male,Primary,4
2001,104,Male,Secondary,3
2001,104,Male,Higher,1
2001,104,Male,Unspecified,0
2001,104,Male,Not applicable,0
2001,104,Female,No schooling/less than primary,139
2001,104,Female,Primary,10
2001,104,Female,Secondary,6
2001,104,Female,Higher,3
2001,104,Female,Unspecified,0
2001,104,Female,Not applicable,0
2001,105,Male,No schooling/less than primary,48
2001,105,Male,Primary,3
2001,105,Male,Secondary,1
2001,105,Male,Higher,0
2001,105,Male,Unspecified,0
2001,105,Male,Not applicable,0
2001,105,Female,No schooling/less than primary,155
2001,105,Female,Primary,16
2001,105,Female,Secondary,4
2001,105,Female,Higher,0
2001,105,Female,Unspecified,0
2001,105,Female,Not applicable,0
2001,106,Male,No schooling/less than primary,25
2001,106,Male,Primary,2
2001,106,Male,Secondary,0
2001,106,Male,Higher,1
2001,106,Male,Unspecified,0
2001,106,Male,Not applicable,0
2001,106,Female,No schooling/less than primary,91
2001,106,Female,Primary,4
2001,106,Female,Secondary,0
2001,106,Female,Higher,1
2001,106,Female,Unspecified,0
2001,106,Female,Not applicable,0
2001,107,Male,No schooling/less than primary,16
2001,107,Male,Primary,0
2001,107,Male,Secondary,0
2001,107,Male,Higher,0
2001,107,Male,Unspecified,0
2001,107,Male,Not applicable,0
2001,107,Female,No schooling/less than primary,49
2001,107,Female,Primary,8
2001,107,Female,Secondary,1
2001,107,Female,Higher,0
2001,107,Female,Unspecified,0
2001,107,Female,Not applicable,0
2001,108,Male,No schooling/less than primary,10
2001,108,Male,Primary,2
2001,108,Male,Secondary,0
2001,108,Male,Higher,0
2001,108,Male,Unspecified,0
2001,108,Male,Not applicable,0
2001,108,Female,No schooling/less than primary,39
2001,108,Female,Primary,3
2001,108,Female,Secondary,0
2001,108,Female,Higher,0
2001,108,Female,Unspecified,0
2001,108,Female,Not applicable,0
2001,109,Male,No schooling/less than primary,17
2001,109,Male,Primary,3
2001,109,Male,Secondary,0
2001,109,Male,Higher,0
2001,109,Male,Unspecified,0
2001,109,Male,Not applicable,0
2001,109,Female,No schooling/less than primary,50
2001,109,Female,Primary,5
2001,109,Female,Secondary,1
2001,109,Female,Higher,1
2001,109,Female,Unspecified,0
2001,109,Female,Not applicable,0
2001,110,Male,No schooling/less than primary,23
2001,110,Male,Primary,1
2001,110,Male,Secondary,1
2001,110,Male,Higher,1
2001,110,Male,Unspecified,0
2001,110,Male,Not applicable,0
2001,110,Female,No schooling/less than primary,69
2001,110,Female,Primary,1
2001,110,Female,Secondary,0
2001,110,Female,Higher,1
2001,110,Female,Unspecified,0
2001,110,Female,Not applicable,0
2001,111,Male,No schooling/less than primary,25
2001,111,Male,Primary,4
2001,111,Male,Secondary,0
2001,111,Male,Higher,0
2001,111,Male,Unspecified,0
2001,111,Male,Not applicable,0
2001,111,Female,No schooling/less than primary,94
2001,111,Female,Primary,8
2001,111,Female,Secondary,1
2001,111,Female,Higher,1
2001,111,Female,Unspecified,0
2001,111,Female,Not applicable,0
2001,112,Male,No schooling/less than primary,14
2001,112,Male,Primary,1
2001,112,Male,Secondary,1
2001,112,Male,Higher,0
2001,112,Male,Unspecified,0
2001,112,Male,Not applicable,0
2001,112,Female,No schooling/less than primary,33
2001,112,Female,Primary,7
2001,112,Female,Secondary,0
2001,112,Female,Higher,0
2001,112,Female,Unspecified,0
2001,112,Female,Not applicable,0
2001,113,Male,No schooling/less than primary,16
2001,113,Male,Primary,8
2001,113,Male,Secondary,1
2001,113,Male,Higher,0
2001,113,Male,Unspecified,0
2001,113,Male,Not applicable,0
2001,113,Female,No schooling/less than primary,18
2001,113,Female,Primary,8
2001,113,Female,Secondary,1
2001,113,Female,Higher,1
2001,113,Female,Unspecified,0
2001,113,Female,Not applicable,0
2001,114,Male,No schooling/less than primary,6
2001,114,Male,Primary,7
2001,114,Male,Secondary,0
2001,114,Male,Higher,0
2001,114,Male,Unspecified,0
2001,114,Male,Not applicable,0
2001,114,Female,No schooling/less than primary,16
2001,114,Female,Primary,7
2001,114,Female,Secondary,0
2001,114,Female,Higher,0
2001,114,Female,Unspecified,0
2001,114,Female,Not applicable,0
2001,115,Male,No schooling/less than primary,6
2001,115,Male,Primary,2
2001,115,Male,Secondary,0
2001,115,Male,Higher,0
2001,115,Male,Unspecified,0
2001,115,Male,Not applicable,0
2001,115,Female,No schooling/less than primary,16
2001,115,Female,Primary,9
2001,115,Female,Secondary,1
2001,115,Female,Higher,1
2001,115,Female,Unspecified,0
2001,115,Female,Not applicable,0
2001,116,Male,No schooling/less than primary,33
2001,116,Male,Primary,32
2001,116,Male,Secondary,8
2001,116,Male,Higher,7
2001,116,Male,Unspecified,0
2001,116,Male,Not applicable,0
2001,116,Female,No schooling/less than primary,71
2001,116,Female,Primary,35
2001,116,Female,Secondary,11
2001,116,Female,Higher,1
2001,116,Female,Unspecified,0
2001,116,Female,Not applicable,0
2001,Unspecified,Male,No schooling/less than primary,0
2001,Unspecified,Male,Primary,0
2001,Unspecified,Male,Secondary,0
2001,Unspecified,Male,Higher,0
2001,Unspecified,Male,Unspecified,0
2001,Unspecified,Male,Not applicable,0
2001,Unspecified,Female,No schooling/less than primary,0
2001,Unspecified,Female,Primary,0
2001,Unspecified,Female,Secondary,0
2001,Unspecified,Female,Higher,0
2001,Unspecified,Female,Unspecified,0
2001,Unspecified,Female,Not applicable,0
2011,0,Male,No schooling/less than primary,0
2011,0,Male,Primary,0
2011,0,Male,Secondary,0
2011,0,Male,Higher,0
2011,0,Male,Unspecified,0
2011,0,Male,Not applicable,584097
2011,0,Female,No schooling/less than primary,0
2011,0,Female,Primary,0
2011,0,Female,Secondary,0
2011,0,Female,Higher,0
2011,0,Female,Unspecified,0
2011,0,Female,Not applicable,575028
2011,1,Male,No schooling/less than primary,0
2011,1,Male,Primary,0
2011,1,Male,Secondary,0
2011,1,Male,Higher,0
2011,1,Male,Unspecified,0
2011,1,Male,Not applicable,573534
2011,1,Female,No schooling/less than primary,0
2011,1,Female,Primary,0
2011,1,Female,Secondary,0
2011,1,Female,Higher,0
2011,1,Female,Unspecified,0
2011,1,Female,Not applicable,560848
2011,2,Male,No schooling/less than primary,0
2011,2,Male,Primary,0
2011,2,Male,Secondary,0
2011,2,Male,Higher,0
2011,2,Male,Unspecified,0
2011,2,Male,Not applicable,579129
2011,2,Female,No schooling/less than primary,0
2011,2,Female,Primary,0
2011,2,Female,Secondary,0
2011,2,Female,Higher,0
2011,2,Female,Unspecified,0
2011,2,Female,Not applicable,571403
2011,3,Male,No schooling/less than primary,0
2011,3,Male,Primary,0
2011,3,Male,Secondary,0
2011,3,Male,Higher,0
2011,3,Male,Unspecified,0
2011,3,Male,Not applicable,572138
2011,3,Female,No schooling/less than primary,0
2011,3,Female,Primary,0
2011,3,Female,Secondary,0
2011,3,Female,Higher,0
2011,3,Female,Unspecified,0
2011,3,Female,Not applicable,563772
2011,4,Male,No schooling/less than primary,0
2011,4,Male,Primary,0
2011,4,Male,Secondary,0
2011,4,Male,Higher,0
2011,4,Male,Unspecified,0
2011,4,Male,Not applicable,558687
2011,4,Female,No schooling/less than primary,0
2011,4,Female,Primary,0
2011,4,Female,Secondary,0
2011,4,Female,Higher,0
2011,4,Female,Unspecified,0
2011,4,Female,Not applicable,546817
2011,5,Male,No schooling/less than primary,529752
2011,5,Male,Primary,0
2011,5,Male,Secondary,0
2011,5,Male,Higher,0
2011,5,Male,Unspecified,155
2011,5,Male,Not applicable,1217
2011,5,Female,No schooling/less than primary,523657
2011,5,Female,Primary,0
2011,5,Female,Secondary,0
2011,5,Female,Higher,0
2011,5,Female,Unspecified,142
2011,5,Female,Not applicable,1053
2011,6,Male,No schooling/less than primary,520486
2011,6,Male,Primary,0
2011,6,Male,Secondary,0
2011,6,Male,Higher,0
2011,6,Male,Unspecified,76
2011,6,Male,Not applicable,1152
2011,6,Female,No schooling/less than primary,513176
2011,6,Female,Primary,0
2011,6,Female,Secondary,0
2011,6,Female,Higher,0
2011,6,Female,Unspecified,46
2011,6,Female,Not applicable,1100
2011,7,Male,No schooling/less than primary,480531
2011,7,Male,Primary,0
2011,7,Male,Secondary,0
2011,7,Male,Higher,0
2011,7,Male,Unspecified,33
2011,7,Male,Not applicable,1472
2011,7,Female,No schooling/less than primary,471188
2011,7,Female,Primary,0
2011,7,Female,Secondary,0
2011,7,Female,Higher,0
2011,7,Female,Unspecified,13
2011,7,Female,Not applicable,1424
2011,8,Male,No schooling/less than primary,449944
2011,8,Male,Primary,0
2011,8,Male,Secondary,0
2011,8,Male,Higher,0
2011,8,Male,Unspecified,56
2011,8,Male,Not applicable,1571
2011,8,Female,No schooling/less than primary,444906
2011,8,Female,Primary,0
2011,8,Female,Secondary,0
2011,8,Female,Higher,0
2011,8,Female,Unspecified,27
2011,8,Female,Not applicable,1563
2011,9,Male,No schooling/less than primary,437042
2011,9,Male,Primary,0
2011,9,Male,Secondary,0
2011,9,Male,Higher,0
2011,9,Male,Unspecified,34
2011,9,Male,Not applicable,1660
2011,9,Female,No schooling/less than primary,434469
2011,9,Female,Primary,0
2011,9,Female,Secondary,0
2011,9,Female,Higher,0
2011,9,Female,Unspecified,62
2011,9,Female,Not applicable,1743
2011,10,Male,No schooling/less than primary,456936
2011,10,Male,Primary,381
2011,10,Male,Secondary,0
2011,10,Male,Higher,0
2011,10,Male,Unspecified,71
2011,10,Male,Not applicable,1921
2011,10,Female,No schooling/less than primary,452640
2011,10,Female,Primary,391
2011,10,Female,Secondary,0
2011,10,Female,Higher,0
2011,10,Female,Unspecified,55
2011,10,Female,Not applicable,1830
2011,11,Male,No schooling/less than primary,472491
2011,11,Male,Primary,825
2011,11,Male,Secondary,0
2011,11,Male,Higher,0
2011,11,Male,Unspecified,73
2011,11,Male,Not applicable,2547
2011,11,Female,No schooling/less than primary,460940
2011,11,Female,Primary,981
2011,11,Female,Secondary,0
2011,11,Female,Higher,0
2011,11,Female,Unspecified,35
2011,11,Female,Not applicable,2314
2011,12,Male,No schooling/less than primary,377902
2011,12,Male,Primary,81371
2011,12,Male,Secondary,0
2011,12,Male,Higher,0
2011,12,Male,Unspecified,54
2011,12,Male,Not applicable,2725
2011,12,Female,No schooling/less than primary,326969
2011,12,Female,Primary,105520
2011,12,Female,Secondary,0
2011,12,Female,Higher,0
2011,12,Female,Unspecified,73
2011,12,Female,Not applicable,2654
2011,13,Male,No schooling/less than primary,261097
2011,13,Male,Primary,201042
2011,13,Male,Secondary,12
2011,13,Male,Higher,0
2011,13,Male,Unspecified,71
2011,13,Male,Not applicable,3451
2011,13,Female,No schooling/less than primary,194988
2011,13,Female,Primary,240755
2011,13,Female,Secondary,10
2011,13,Female,Higher,0
2011,13,Female,Unspecified,66
2011,13,Female,Not applicable,3787
2011,14,Male,No schooling/less than primary,155439
2011,14,Male,Primary,320238
2011,14,Male,Secondary,4
2011,14,Male,Higher,0
2011,14,Male,Unspecified,82
2011,14,Male,Not applicable,5544
2011,14,Female,No schooling/less than primary,96570
2011,14,Female,Primary,354186
2011,14,Female,Secondary,3
2011,14,Female,Higher,0
2011,14,Female,Unspecified,62
2011,14,Female,Not applicable,5783
2011,15,Male,No schooling/less than primary,93782
2011,15,Male,Primary,388713
2011,15,Male,Secondary,3
2011,15,Male,Higher,0
2011,15,Male,Unspecified,99
2011,15,Male,Not applicable,7539
2011,15,Female,No schooling/less than primary,54754
2011,15,Female,Primary,428144
2011,15,Female,Secondary,8
2011,15,Female,Higher,0
2011,15,Female,Unspecified,100
2011,15,Female,Not applicable,8094
2011,16,Male,No schooling/less than primary,57792
2011,16,Male,Primary,423093
2011,16,Male,Secondary,201
2011,16,Male,Higher,565
2011,16,Male,Unspecified,147
2011,16,Male,Not applicable,8633
2011,16,Female,No schooling/less than primary,33311
2011,16,Female,Primary,447543
2011,16,Female,Secondary,236
2011,16,Female,Higher,692
2011,16,Female,Unspecified,105
2011,16,Female,Not applicable,9172
2011,17,Male,No schooling/less than primary,39791
2011,17,Male,Primary,428433
2011,17,Male,Secondary,24157
2011,17,Male,Higher,1320
2011,17,Male,Unspecified,200
2011,17,Male,Not applicable,9150
2011,17,Female,No schooling/less than primary,23457
2011,17,Female,Primary,430957
2011,17,Female,Secondary,35992
2011,17,Female,Higher,1997
2011,17,Female,Unspecified,122
2011,17,Female,Not applicable,9582
2011,18,Male,No schooling/less than primary,30060
2011,18,Male,Primary,364584
2011,18,Male,Secondary,81135
2011,18,Male,Higher,11726
2011,18,Male,Unspecified,308
2011,18,Male,Not applicable,12110
2011,18,Female,No schooling/less than primary,19958
2011,18,Female,Primary,333702
2011,18,Female,Secondary,130631
2011,18,Female,Higher,4998
2011,18,Female,Unspecified,189
2011,18,Female,Not applicable,11610
2011,19,Male,No schooling/less than primary,28356
2011,19,Male,Primary,314018
2011,19,Male,Secondary,123635
2011,19,Male,Higher,32721
2011,19,Male,Unspecified,491
2011,19,Male,Not applicable,15811
2011,19,Female,No schooling/less than primary,19456
2011,19,Female,Primary,275603
2011,19,Female,Secondary,195667
2011,19,Female,Higher,12548
2011,19,Female,Unspecified,391
2011,19,Female,Not applicable,15887
2011,20,Male,No schooling/less than primary,33221
2011,20,Male,Primary,289506
2011,20,Male,Secondary,185767
2011,20,Male,Higher,25904
2011,20,Male,Unspecified,1000
2011,20,Male,Not applicable,18562
2011,20,Female,No schooling/less than primary,22914
2011,20,Female,Primary,247584
2011,20,Female,Secondary,223246
2011,20,Female,Higher,33145
2011,20,Female,Unspecified,919
2011,20,Female,Not applicable,17718
2011,21,Male,No schooling/less than primary,37960
2011,21,Male,Primary,268498
2011,21,Male,Secondary,207410
2011,21,Male,Higher,34018
2011,21,Male,Unspecified,1245
2011,21,Male,Not applicable,22450
2011,21,Female,No schooling/less than primary,25782
2011,21,Female,Primary,235837
2011,21,Female,Secondary,236483
2011,21,Female,Higher,43633
2011,21,Female,Unspecified,1138
2011,21,Female,Not applicable,16800
2011,22,Male,No schooling/less than primary,36993
2011,22,Male,Primary,229958
2011,22,Male,Secondary,201587
2011,22,Male,Higher,40694
2011,22,Male,Unspecified,1568
2011,22,Male,Not applicable,18121
2011,22,Female,No schooling/less than primary,26578
2011,22,Female,Primary,211842
2011,22,Female,Secondary,224706
2011,22,Female,Higher,53260
2011,22,Female,Unspecified,1536
2011,22,Female,Not applicable,13223
2011,23,Male,No schooling/less than primary,40463
2011,23,Male,Primary,219609
2011,23,Male,Secondary,203330
2011,23,Male,Higher,46328
2011,23,Male,Unspecified,1718
2011,23,Male,Not applicable,16802
2011,23,Female,No schooling/less than primary,29234
2011,23,Female,Primary,205711
2011,23,Female,Secondary,221911
2011,23,Female,Higher,59809
2011,23,Female,Unspecified,1472
2011,23,Female,Not applicable,10392
2011,24,Male,No schooling/less than primary,39656
2011,24,Male,Primary,208612
2011,24,Male,Secondary,195575
2011,24,Male,Higher,50138
2011,24,Male,Unspecified,1827
2011,24,Male,Not applicable,16126
2011,24,Female,No schooling/less than primary,28922
2011,24,Female,Primary,197814
2011,24,Female,Secondary,213092
2011,24,Female,Higher,64650
2011,24,Female,Unspecified,1564
2011,24,Female,Not applicable,8981
2011,25,Male,No schooling/less than primary,46329
2011,25,Male,Primary,211315
2011,25,Male,Secondary,192689
2011,25,Male,Higher,55930
2011,25,Male,Unspecified,1979
2011,25,Male,Not applicable,15840
2011,25,Female,No schooling/less than primary,34758
2011,25,Female,Primary,202518
2011,25,Female,Secondary,206922
2011,25,Female,Higher,71470
2011,25,Female,Unspecified,1888
2011,25,Female,Not applicable,8152
2011,26,Male,No schooling/less than primary,47418
2011,26,Male,Primary,213024
2011,26,Male,Secondary,192412
2011,26,Male,Higher,59367
2011,26,Male,Unspecified,1985
2011,26,Male,Not applicable,16419
2011,26,Female,No schooling/less than primary,35941
2011,26,Female,Primary,202212
2011,26,Female,Secondary,202708
2011,26,Female,Higher,73422
2011,26,Female,Unspecified,1770
2011,26,Female,Not applicable,8343
2011,27,Male,No schooling/less than primary,45654
2011,27,Male,Primary,202423
2011,27,Male,Secondary,180386
2011,27,Male,Higher,58490
2011,27,Male,Unspecified,1934
2011,27,Male,Not applicable,13820
2011,27,Female,No schooling/less than primary,34938
2011,27,Female,Primary,193733
2011,27,Female,Secondary,188544
2011,27,Female,Higher,71055
2011,27,Female,Unspecified,1705
2011,27,Female,Not applicable,6165
2011,28,Male,No schooling/less than primary,46788
2011,28,Male,Primary,200802
2011,28,Male,Secondary,175854
2011,28,Male,Higher,59238
2011,28,Male,Unspecified,1891
2011,28,Male,Not applicable,13458
2011,28,Female,No schooling/less than primary,36371
2011,28,Female,Primary,195722
2011,28,Female,Secondary,182600
2011,28,Female,Higher,70681
2011,28,Female,Unspecified,1822
2011,28,Female,Not applicable,6152
2011,29,Male,No schooling/less than primary,47727
2011,29,Male,Primary,197745
2011,29,Male,Secondary,169248
2011,29,Male,Higher,57992
2011,29,Male,Unspecified,1908
2011,29,Male,Not applicable,12617
2011,29,Female,No schooling/less than primary,37480
2011,29,Female,Primary,190445
2011,29,Female,Secondary,173854
2011,29,Female,Higher,68280
2011,29,Female,Unspecified,1584
2011,29,Female,Not applicable,5399
2011,30,Male,No schooling/less than primary,43218
2011,30,Male,Primary,173593
2011,30,Male,Secondary,154400
2011,30,Male,Higher,56253
2011,30,Male,Unspecified,1829
2011,30,Male,Not applicable,10915
2011,30,Female,No schooling/less than primary,33977
2011,30,Female,Primary,167674
2011,30,Female,Secondary,155893
2011,30,Female,Higher,64865
2011,30,Female,Unspecified,1491
2011,30,Female,Not applicable,4825
2011,31,Male,No schooling/less than primary,47062
2011,31,Male,Primary,178402
2011,31,Male,Secondary,151491
2011,31,Male,Higher,54846
2011,31,Male,Unspecified,1796
2011,31,Male,Not applicable,12992
2011,31,Female,No schooling/less than primary,37768
2011,31,Female,Primary,171429
2011,31,Female,Secondary,150955
2011,31,Female,Higher,62184
2011,31,Female,Unspecified,1410
2011,31,Female,Not applicable,5045
2011,32,Male,No schooling/less than primary,45672
2011,32,Male,Primary,161799
2011,32,Male,Secondary,140662
2011,32,Male,Higher,51598
2011,32,Male,Unspecified,1645
2011,32,Male,Not applicable,9310
2011,32,Female,No schooling/less than primary,37115
2011,32,Female,Primary,158291
2011,32,Female,Secondary,139782
2011,32,Female,Higher,58918
2011,32,Female,Unspecified,1304
2011,32,Female,Not applicable,3811
2011,33,Male,No schooling/less than primary,40431
2011,33,Male,Primary,138283
2011,33,Male,Secondary,126959
2011,33,Male,Higher,49378
2011,33,Male,Unspecified,1495
2011,33,Male,Not applicable,10307
2011,33,Female,No schooling/less than primary,34700
2011,33,Female,Primary,140793
2011,33,Female,Secondary,128551
2011,33,Female,Higher,55976
2011,33,Female,Unspecified,1135
2011,33,Female,Not applicable,3542
2011,34,Male,No schooling/less than primary,45587
2011,34,Male,Primary,140099
2011,34,Male,Secondary,126462
2011,34,Male,Higher,49617
2011,34,Male,Unspecified,1523
2011,34,Male,Not applicable,8581
2011,34,Female,No schooling/less than primary,39720
2011,34,Female,Primary,143770
2011,34,Female,Secondary,127053
2011,34,Female,Higher,56302
2011,34,Female,Unspecified,1216
2011,34,Female,Not applicable,3310
2011,35,Male,No schooling/less than primary,46433
2011,35,Male,Primary,134809
2011,35,Male,Secondary,124502
2011,35,Male,Higher,50450
2011,35,Male,Unspecified,1476
2011,35,Male,Not applicable,8639
2011,35,Female,No schooling/less than primary,41351
2011,35,Female,Primary,140551
2011,35,Female,Secondary,123305
2011,35,Female,Higher,56273
2011,35,Female,Unspecified,1101
2011,35,Female,Not applicable,3462
2011,36,Male,No schooling/less than primary,50059
2011,36,Male,Primary,133153
2011,36,Male,Secondary,118700
2011,36,Male,Higher,49182
2011,36,Male,Unspecified,1414
2011,36,Male,Not applicable,8503
2011,36,Female,No schooling/less than primary,46209
2011,36,Female,Primary,139989
2011,36,Female,Secondary,117684
2011,36,Female,Higher,54036
2011,36,Female,Unspecified,1137
2011,36,Female,Not applicable,3455
2011,37,Male,No schooling/less than primary,46827
2011,37,Male,Primary,119918
2011,37,Male,Secondary,107793
2011,37,Male,Higher,47729
2011,37,Male,Unspecified,1289
2011,37,Male,Not applicable,7188
2011,37,Female,No schooling/less than primary,45577
2011,37,Female,Primary,131272
2011,37,Female,Secondary,109058
2011,37,Female,Higher,53826
2011,37,Female,Unspecified,1017
2011,37,Female,Not applicable,3044
2011,38,Male,No schooling/less than primary,49014
2011,38,Male,Primary,118320
2011,38,Male,Secondary,101389
2011,38,Male,Higher,47049
2011,38,Male,Unspecified,1252
2011,38,Male,Not applicable,6888
2011,38,Female,No schooling/less than primary,49783
2011,38,Female,Primary,131541
2011,38,Female,Secondary,103967
2011,38,Female,Higher,52735
2011,38,Female,Unspecified,1061
2011,38,Female,Not applicable,2920
2011,39,Male,No schooling/less than primary,53621
2011,39,Male,Primary,119311
2011,39,Male,Secondary,99119
2011,39,Male,Higher,47094
2011,39,Male,Unspecified,1318
2011,39,Male,Not applicable,6908
2011,39,Female,No schooling/less than primary,55038
2011,39,Female,Primary,131622
2011,39,Female,Secondary,100600
2011,39,Female,Higher,52867
2011,39,Female,Unspecified,1118
2011,39,Female,Not applicable,2819
2011,40,Male,No schooling/less than primary,47792
2011,40,Male,Primary,103052
2011,40,Male,Secondary,86660
2011,40,Male,Higher,46524
2011,40,Male,Unspecified,1297
2011,40,Male,Not applicable,6677
2011,40,Female,No schooling/less than primary,50265
2011,40,Female,Primary,114213
2011,40,Female,Secondary,87543
2011,40,Female,Higher,49921
2011,40,Female,Unspecified,1021
2011,40,Female,Not applicable,3241
2011,41,Male,No schooling/less than primary,58453
2011,41,Male,Primary,113734
2011,41,Male,Secondary,84954
2011,41,Male,Higher,44560
2011,41,Male,Unspecified,1228
2011,41,Male,Not applicable,7229
2011,41,Female,No schooling/less than primary,63994
2011,41,Female,Primary,129616
2011,41,Female,Secondary,86381
2011,41,Female,Higher,48763
2011,41,Female,Unspecified,1100
2011,41,Female,Not applicable,2860
2011,42,Male,No schooling/less than primary,56149
2011,42,Male,Primary,105294
2011,42,Male,Secondary,75719
2011,42,Male,Higher,43038
2011,42,Male,Unspecified,1199
2011,42,Male,Not applicable,6756
2011,42,Female,No schooling/less than primary,65757
2011,42,Female,Primary,126323
2011,42,Female,Secondary,79120
2011,42,Female,Higher,46797
2011,42,Female,Unspecified,997
2011,42,Female,Not applicable,2836
2011,43,Male,No schooling/less than primary,57491
2011,43,Male,Primary,103186
2011,43,Male,Secondary,69871
2011,43,Male,Higher,40888
2011,43,Male,Unspecified,1068
2011,43,Male,Not applicable,6159
2011,43,Female,No schooling/less than primary,68908
2011,43,Female,Primary,125446
2011,43,Female,Secondary,72818
2011,43,Female,Higher,44748
2011,43,Female,Unspecified,1000
2011,43,Female,Not applicable,2619
2011,44,Male,No schooling/less than primary,48198
2011,44,Male,Primary,85330
2011,44,Male,Secondary,56815
2011,44,Male,Higher,36104
2011,44,Male,Unspecified,937
2011,44,Male,Not applicable,5967
2011,44,Female,No schooling/less than primary,59700
2011,44,Female,Primary,105469
2011,44,Female,Secondary,61707
2011,44,Female,Higher,39643
2011,44,Female,Unspecified,824
2011,44,Female,Not applicable,2661
2011,45,Male,No schooling/less than primary,55075
2011,45,Male,Primary,88936
2011,45,Male,Secondary,54184
2011,45,Male,Higher,35435
2011,45,Male,Unspecified,928
2011,45,Male,Not applicable,5626
2011,45,Female,No schooling/less than primary,70833
2011,45,Female,Primary,112259
2011,45,Female,Secondary,59577
2011,45,Female,Higher,38294
2011,45,Female,Unspecified,953
2011,45,Female,Not applicable,2653
2011,46,Male,No schooling/less than primary,59025
2011,46,Male,Primary,90384
2011,46,Male,Secondary,50668
2011,46,Male,Higher,34074
2011,46,Male,Unspecified,910
2011,46,Male,Not applicable,5753
2011,46,Female,No schooling/less than primary,77451
2011,46,Female,Primary,114732
2011,46,Female,Secondary,56498
2011,46,Female,Higher,36454
2011,46,Female,Unspecified,863
2011,46,Female,Not applicable,2612
2011,47,Male,No schooling/less than primary,62354
2011,47,Male,Primary,92148
2011,47,Male,Secondary,48169
2011,47,Male,Higher,33797
2011,47,Male,Unspecified,953
2011,47,Male,Not applicable,6008
2011,47,Female,No schooling/less than primary,82564
2011,47,Female,Primary,114154
2011,47,Female,Secondary,53514
2011,47,Female,Higher,34887
