year,age,population_group,educational_attainment_4_groups,population
2011,113,Coloured,Secondary,0
2011,113,Coloured,Higher,0
2011,113,Indian or Asian,No schooling/less than primary,0
2011,113,Indian or Asian,Primary,0
2011,113,Indian or Asian,Secondary,0
2011,113,Indian or Asian,Higher,1
2011,113,White,No schooling/less than primary,4
2011,113,White,Primary,0
2011,113,White,Secondary,0
2011,113,White,Higher,2
2011,114,Black African,No schooling/less than primary,26
2011,114,Black African,Primary,14
2011,114,Black African,Secondary,2
2011,114,Black African,Higher,1
2011,114,Coloured,No schooling/less than primary,2
2011,114,Coloured,Primary,6
2011,114,Coloured,Secondary,0
2011,114,Coloured,Higher,1
2011,114,Indian or Asian,No schooling/less than primary,0
2011,114,Indian or Asian,Primary,0
2011,114,Indian or Asian,Secondary,0
2011,114,Indian or Asian,Higher,0
2011,114,White,No schooling/less than primary,2
2011,114,White,Primary,2
2011,114,White,Secondary,0
2011,114,White,Higher,0
2011,115,Black African,No schooling/less than primary,31
2011,115,Black African,Primary,32
2011,115,Black African,Secondary,6
2011,115,Black African,Higher,0
2011,115,Coloured,No schooling/less than primary,0
2011,115,Coloured,Primary,6
2011,115,Coloured,Secondary,0
2011,115,Coloured,Higher,0
2011,115,Indian or Asian,No schooling/less than primary,1
2011,115,Indian or Asian,Primary,0
2011,115,Indian or Asian,Secondary,0
2011,115,Indian or Asian,Higher,0
2011,115,White,No schooling/less than primary,0
2011,115,White,Primary,5
2011,115,White,Secondary,0
2011,115,White,Higher,1
2011,116,Black African,No schooling/less than primary,66
2011,116,Black African,Primary,86
2011,116,Black African,Secondary,26
2011,116,Black African,Higher,5
2011,116,Coloured,No schooling/less than primary,5
2011,116,Coloured,Primary,14
2011,116,Coloured,Secondary,4
2011,116,Coloured,Higher,0
2011,116,Indian or Asian,No schooling/less than primary,0
2011,116,Indian or Asian,Primary,0
2011,116,Indian or Asian,Secondary,1
2011,116,Indian or Asian,Higher,1
2011,116,White,No schooling/less than primary,1
2011,116,White,Primary,4
2011,116,White,Secondary,6
2011,116,White,Higher,1
2011,Unspecified,Black African,No schooling/less than primary,0
2011,Unspecified,Black African,Primary,0
2011,Unspecified,Black African,Secondary,0
2011,Unspecified,Coloured,No schooling/less than primary,0
2011,Unspecified,Coloured,Primary,0
2011,Unspecified,Coloured,Secondary,0
2011,Unspecified,Indian or Asian,No schooling/less than primary,0
2011,Unspecified,Indian or Asian,Primary,0
2011,Unspecified,Indian or Asian,Secondary,0
2011,Unspecified,White,No schooling/less than primary,0
2011,Unspecified,White,Primary,0
2011,Unspecified,White,Secondary,0
2016,0,Black African,No schooling/less than primary,982817
2016,0,Black African,Under 5,110
2016,0,Coloured,No schooling/less than primary,79749
2016,0,Coloured,Under 5,31
2016,0,Indian/Asian,No schooling/less than primary,17556
2016,0,White,No schooling/less than primary,45870
2016,1,Black African,No schooling/less than primary,1055967
2016,1,Black African,Under 5,323
2016,1,Coloured,No schooling/less than primary,85427
2016,1,Coloured,Under 5,17
2016,1,Indian/Asian,No schooling/less than primary,18018
2016,1,White,No schooling/less than primary,49960
2016,1,White,Under 5,74
2016,2,Black African,No schooling/less than primary,1063414
2016,2,Black African,Under 5,683
2016,2,Coloured,No schooling/less than primary,90374
2016,2,Coloured,Under 5,33
2016,2,Indian/Asian,No schooling/less than primary,20170
2016,2,Indian/Asian,Under 5,39
2016,2,White,No schooling/less than primary,50843
2016,2,White,Under 5,99
2016,3,Black African,No schooling/less than primary,1045799
2016,3,Black African,Under 5,1218
2016,3,Coloured,No schooling/less than primary,84964
2016,3,Coloured,Under 5,140
2016,3,Indian/Asian,No schooling/less than primary,20438
2016,3,Indian/Asian,Under 5,35
2016,3,White,No schooling/less than primary,54940
2016,3,White,Under 5,91
2016,4,Black African,No schooling/less than primary,1047390
2016,4,Black African,Under 5,994
2016,4,Coloured,No schooling/less than primary,84868
2016,4,Coloured,Under 5,132
2016,4,Indian/Asian,No schooling/less than primary,22745
2016,4,Indian/Asian,Under 5,33
2016,4,White,No schooling/less than primary,51051
2016,4,White,Under 5,107
2016,5,Black African,No schooling/less than primary,975833
2016,5,Coloured,No schooling/less than primary,83435
2016,5,Indian/Asian,No schooling/less than primary,20466
2016,5,White,No schooling/less than primary,53468
2016,6,Black African,No schooling/less than primary,952072
2016,6,Coloured,No schooling/less than primary,85475
2016,6,Indian/Asian,No schooling/less than primary,20303
2016,6,White,No schooling/less than primary,56559
2016,7,Black African,No schooling/less than primary,979031
2016,7,Coloured,No schooling/less than primary,87840
2016,7,Indian/Asian,No schooling/less than primary,19463
2016,7,White,No schooling/less than primary,53763
2016,8,Black African,No schooling/less than primary,961066
2016,8,Coloured,No schooling/less than primary,84503
2016,8,Indian/Asian,No schooling/less than primary,18696
2016,8,White,No schooling/less than primary,50169
2016,9,Black African,No schooling/less than primary,957836
2016,9,Coloured,No schooling/less than primary,87641
2016,9,Indian/Asian,No schooling/less than primary,18650
2016,9,White,No schooling/less than primary,48020
2016,10,Black African,No schooling/less than primary,970462
2016,10,Coloured,No schooling/less than primary,92094
2016,10,Indian/Asian,No schooling/less than primary,19223
2016,10,White,No schooling/less than primary,57771
2016,11,Black African,No schooling/less than primary,875263
2016,11,Black African,Primary,55635
2016,11,Coloured,No schooling/less than primary,82616
2016,11,Coloured,Primary,4345
2016,11,Indian/Asian,No schooling/less than primary,16228
2016,11,Indian/Asian,Primary,1827
2016,11,White,No schooling/less than primary,52111
2016,11,White,Primary,3394
2016,12,Black African,No schooling/less than primary,307241
2016,12,Black African,Primary,539462
2016,12,Coloured,No schooling/less than primary,34998
2016,12,Coloured,Primary,50608
2016,12,Indian/Asian,No schooling/less than primary,7777
2016,12,Indian/Asian,Primary,10554
2016,12,White,No schooling/less than primary,25796
2016,12,White,Primary,28106
2016,13,Black African,No schooling/less than primary,312639
2016,13,Black African,Primary,515322
2016,13,Coloured,No schooling/less than primary,32295
2016,13,Coloured,Primary,49999
2016,13,Indian/Asian,No schooling/less than primary,3931
2016,13,Indian/Asian,Primary,15204
2016,13,White,No schooling/less than primary,14621
2016,13,White,Primary,36111
2016,14,Black African,No schooling/less than primary,12324
2016,14,Black African,Primary,798926
2016,14,Black African,Secondary,139
2016,14,Coloured,No schooling/less than primary,1866
2016,14,Coloured,Primary,81266
2016,14,Coloured,Secondary,23
2016,14,Indian/Asian,No schooling/less than primary,263
2016,14,Indian/Asian,Primary,18783
2016,14,Indian/Asian,Secondary,51
2016,14,White,No schooling/less than primary,493
2016,14,White,Primary,49272
2016,15,Black African,No schooling/less than primary,13260
2016,15,Black African,Primary,844099
2016,15,Black African,Secondary,1583
2016,15,Black African,Higher,28
2016,15,Coloured,No schooling/less than primary,3244
2016,15,Coloured,Primary,87503
2016,15,Coloured,Secondary,94
2016,15,Indian/Asian,No schooling/less than primary,111
2016,15,Indian/Asian,Primary,18099
2016,15,Indian/Asian,Secondary,270
2016,15,White,No schooling/less than primary,270
2016,15,White,Primary,60665
2016,15,White,Secondary,58
2016,16,Black African,No schooling/less than primary,18363
2016,16,Black African,Primary,841253
2016,16,Black African,Secondary,5898
2016,16,Black African,Higher,389
2016,16,Coloured,No schooling/less than primary,3147
2016,16,Coloured,Primary,85094
2016,16,Coloured,Secondary,484
2016,16,Coloured,Higher,52
2016,16,Indian/Asian,No schooling/less than primary,67
2016,16,Indian/Asian,Primary,19622
2016,16,Indian/Asian,Secondary,336
2016,16,White,No schooling/less than primary,217
2016,16,White,Primary,61856
2016,16,White,Secondary,490
2016,16,White,Higher,43
2016,17,Black African,No schooling/less than primary,20522
2016,17,Black African,Primary,778201
2016,17,Black African,Secondary,35498
2016,17,Black African,Higher,1264
2016,17,Coloured,No schooling/less than primary,2592
2016,17,Coloured,Primary,73200
2016,17,Coloured,Secondary,4534
2016,17,Coloured,Higher,73
2016,17,Indian/Asian,No schooling/less than primary,294
2016,17,Indian/Asian,Primary,15229
2016,17,Indian/Asian,Secondary,3363
2016,17,Indian/Asian,Higher,99
2016,17,White,No schooling/less than primary,290
2016,17,White,Primary,58776
2016,17,White,Secondary,3509
2016,17,White,Higher,70
2016,18,Black African,No schooling/less than primary,25721
2016,18,Black African,Primary,674583
2016,18,Black African,Secondary,142821
2016,18,Black African,Higher,6335
2016,18,Coloured,No schooling/less than primary,3267
2016,18,Coloured,Primary,56352
2016,18,Coloured,Secondary,26029
2016,18,Coloured,Higher,539
2016,18,Indian/Asian,No schooling/less than primary,231
2016,18,Indian/Asian,Primary,7509
2016,18,Indian/Asian,Secondary,11590
2016,18,Indian/Asian,Higher,663
2016,18,White,No schooling/less than primary,803
2016,18,White,Primary,24329
2016,18,White,Secondary,24511
2016,18,White,Higher,999
2016,19,Black African,No schooling/less than primary,31813
2016,19,Black African,Primary,568337
2016,19,Black African,Secondary,239507
2016,19,Black African,Higher,13353
2016,19,Coloured,No schooling/less than primary,2760
2016,19,Coloured,Primary,44663
2016,19,Coloured,Secondary,35575
2016,19,Coloured,Higher,1332
2016,19,Indian/Asian,No schooling/less than primary,250
2016,19,Indian/Asian,Primary,4417
2016,19,Indian/Asian,Secondary,13684
2016,19,Indian/Asian,Higher,943
2016,19,White,No schooling/less than primary,511
2016,19,White,Primary,11807
2016,19,White,Secondary,36803
2016,19,White,Higher,2652
2016,20,Black African,No schooling/less than primary,38180
2016,20,Black African,Primary,496194
2016,20,Black African,Secondary,322999
2016,20,Black African,Higher,22916
2016,20,Coloured,No schooling/less than primary,3638
2016,20,Coloured,Primary,41357
2016,20,Coloured,Secondary,39625
2016,20,Coloured,Higher,2263
2016,20,Indian/Asian,No schooling/less than primary,303
2016,20,Indian/Asian,Primary,3384
2016,20,Indian/Asian,Secondary,14261
2016,20,Indian/Asian,Higher,1594
2016,20,White,No schooling/less than primary,477
2016,20,White,Primary,10560
2016,20,White,Secondary,45622
2016,20,White,Higher,5317
2016,21,Black African,No schooling/less than primary,44075
2016,21,Black African,Primary,451813
2016,21,Black African,Secondary,377429
2016,21,Black African,Higher,38438
2016,21,Coloured,No schooling/less than primary,3367
2016,21,Coloured,Primary,40003
2016,21,Coloured,Secondary,41822
2016,21,Coloured,Higher,3328
2016,21,Indian/Asian,No schooling/less than primary,419
2016,21,Indian/Asian,Primary,3226
2016,21,Indian/Asian,Secondary,14150
2016,21,Indian/Asian,Higher,2557
2016,21,White,No schooling/less than primary,584
2016,21,White,Primary,9925
2016,21,White,Secondary,40229
2016,21,White,Higher,9347
2016,22,Black African,No schooling/less than primary,50402
2016,22,Black African,Primary,366626
2016,22,Black African,Secondary,402485
2016,22,Black African,Higher,53651
2016,22,Coloured,No schooling/less than primary,3434
2016,22,Coloured,Primary,38545
2016,22,Coloured,Secondary,38521
2016,22,Coloured,Higher,5258
2016,22,Indian/Asian,No schooling/less than primary,572
2016,22,Indian/Asian,Primary,2690
2016,22,Indian/Asian,Secondary,14643
2016,22,Indian/Asian,Higher,3869
2016,22,White,No schooling/less than primary,648
2016,22,White,Primary,7326
2016,22,White,Secondary,36021
2016,22,White,Higher,13665
2016,23,Black African,No schooling/less than primary,52158
2016,23,Black African,Primary,362977
2016,23,Black African,Secondary,405899
2016,23,Black African,Higher,65505
2016,23,Coloured,No schooling/less than primary,3470
2016,23,Coloured,Primary,36565
2016,23,Coloured,Secondary,36755
2016,23,Coloured,Higher,5959
2016,23,Indian/Asian,No schooling/less than primary,580
2016,23,Indian/Asian,Primary,3616
2016,23,Indian/Asian,Secondary,13966
2016,23,Indian/Asian,Higher,4317
2016,23,White,No schooling/less than primary,731
2016,23,White,Primary,8513
2016,23,White,Secondary,32379
2016,23,White,Higher,17959
2016,24,Black African,No schooling/less than primary,51695
2016,24,Black African,Primary,353834
2016,24,Black African,Secondary,391065
2016,24,Black African,Higher,73145
2016,24,Coloured,No schooling/less than primary,3268
2016,24,Coloured,Primary,37063
2016,24,Coloured,Secondary,33981
2016,24,Coloured,Higher,5440
2016,24,Indian/Asian,No schooling/less than primary,670
2016,24,Indian/Asian,Primary,3218
2016,24,Indian/Asian,Secondary,13887
2016,24,Indian/Asian,Higher,4515
2016,24,White,No schooling/less than primary,757
2016,24,White,Primary,6972
2016,24,White,Secondary,30058
2016,24,White,Higher,20429
2016,25,Black African,No schooling/less than primary,60639
2016,25,Black African,Primary,385726
2016,25,Black African,Secondary,420641
2016,25,Black African,Higher,80881
2016,25,Coloured,No schooling/less than primary,3931
2016,25,Coloured,Primary,40287
2016,25,Coloured,Secondary,35092
2016,25,Coloured,Higher,6657
2016,25,Indian/Asian,No schooling/less than primary,774
2016,25,Indian/Asian,Primary,2784
2016,25,Indian/Asian,Secondary,13644
2016,25,Indian/Asian,Higher,5524
2016,25,White,No schooling/less than primary,884
2016,25,White,Primary,7815
2016,25,White,Secondary,26169
2016,25,White,Higher,20607
2016,26,Black African,No schooling/less than primary,59506
2016,26,Black African,Primary,374553
2016,26,Black African,Secondary,394911
2016,26,Black African,Higher,78701
2016,26,Coloured,No schooling/less than primary,3331
2016,26,Coloured,Primary,37909
2016,26,Coloured,Secondary,33798
2016,26,Coloured,Higher,5340
2016,26,Indian/Asian,No schooling/less than primary,754
2016,26,Indian/Asian,Primary,2958
2016,26,Indian/Asian,Secondary,14144
2016,26,Indian/Asian,Higher,4808
2016,26,White,No schooling/less than primary,1067
2016,26,White,Primary,7942
2016,26,White,Secondary,24591
2016,26,White,Higher,22495
2016,27,Black African,No schooling/less than primary,61670
2016,27,Black African,Primary,366447
2016,27,Black African,Secondary,366221
2016,27,Black African,Higher,73998
2016,27,Coloured,No schooling/less than primary,3592
2016,27,Coloured,Primary,37193
2016,27,Coloured,Secondary,29059
2016,27,Coloured,Higher,6310
2016,27,Indian/Asian,No schooling/less than primary,667
2016,27,Indian/Asian,Primary,3215
2016,27,Indian/Asian,Secondary,13927
2016,27,Indian/Asian,Higher,5708
2016,27,White,No schooling/less than primary,1245
2016,27,White,Primary,7039
2016,27,White,Secondary,24131
2016,27,White,Higher,21746
2016,28,Black African,No schooling/less than primary,63891
2016,28,Black African,Primary,360716
2016,28,Black African,Secondary,353945
2016,28,Black African,Higher,71681
2016,28,Coloured,No schooling/less than primary,3561
2016,28,Coloured,Primary,35570
2016,28,Coloured,Secondary,28116
2016,28,Coloured,Higher,5265
2016,28,Indian/Asian,No schooling/less than primary,548
2016,28,Indian/Asian,Primary,3771
2016,28,Indian/Asian,Secondary,12403
2016,28,Indian/Asian,Higher,4818
2016,28,White,No schooling/less than primary,829
2016,28,White,Primary,7942
2016,28,White,Secondary,25045
2016,28,White,Higher,21145
2016,29,Black African,No schooling/less than primary,66880
2016,29,Black African,Primary,364089
2016,29,Black African,Secondary,348830
2016,29,Black African,Higher,74214
2016,29,Coloured,No schooling/less than primary,3942
2016,29,Coloured,Primary,34801
2016,29,Coloured,Secondary,29074
2016,29,Coloured,Higher,6037
2016,29,Indian/Asian,No schooling/less than primary,728
2016,29,Indian/Asian,Primary,4169
2016,29,Indian/Asian,Secondary,13274
2016,29,Indian/Asian,Higher,7086
2016,29,White,No schooling/less than primary,1159
2016,29,White,Primary,6944
2016,29,White,Secondary,28196
2016,29,White,Higher,22931
2016,30,Black African,No schooling/less than primary,65821
2016,30,Black African,Primary,339714
2016,30,Black African,Secondary,327810
2016,30,Black African,Higher,69596
2016,30,Coloured,No schooling/less than primary,4456
2016,30,Coloured,Primary,35515
2016,30,Coloured,Secondary,30136
2016,30,Coloured,Higher,6516
2016,30,Indian/Asian,No schooling/less than primary,574
2016,30,Indian/Asian,Primary,4365
2016,30,Indian/Asian,Secondary,14866
2016,30,Indian/Asian,Higher,6653
2016,30,White,No schooling/less than primary,804
2016,30,White,Primary,7044
2016,30,White,Secondary,24314
2016,30,White,Higher,21712
2016,31,Black African,No schooling/less than primary,63319
2016,31,Black African,Primary,318998
2016,31,Black African,Secondary,300171
2016,31,Black African,Higher,65549
2016,31,Coloured,No schooling/less than primary,4496
2016,31,Coloured,Primary,33687
2016,31,Coloured,Secondary,28309
2016,31,Coloured,Higher,5577
2016,31,Indian/Asian,No schooling/less than primary,548
2016,31,Indian/Asian,Primary,4637
2016,31,Indian/Asian,Secondary,14187
2016,31,Indian/Asian,Higher,6388
2016,31,White,No schooling/less than primary,1053
2016,31,White,Primary,6851
2016,31,White,Secondary,24999
2016,31,White,Higher,23488
2016,32,Black African,No schooling/less than primary,62714
2016,32,Black African,Primary,315077
2016,32,Black African,Secondary,279417
2016,32,Black African,Higher,66042
2016,32,Coloured,No schooling/less than primary,4463
2016,32,Coloured,Primary,32575
2016,32,Coloured,Secondary,27703
2016,32,Coloured,Higher,6260
2016,32,Indian/Asian,No schooling/less than primary,808
2016,32,Indian/Asian,Primary,4080
2016,32,Indian/Asian,Secondary,12755
2016,32,Indian/Asian,Higher,6031
2016,32,White,No schooling/less than primary,1195
2016,32,White,Primary,6048
2016,32,White,Secondary,24294
2016,32,White,Higher,21959
2016,33,Black African,No schooling/less than primary,67126
2016,33,Black African,Primary,320167
2016,33,Black African,Secondary,280760
2016,33,Black African,Higher,63082
2016,33,Coloured,No schooling/less than primary,4218
2016,33,Coloured,Primary,34588
2016,33,Coloured,Secondary,26679
2016,33,Coloured,Higher,5486
2016,33,Indian/Asian,No schooling/less than primary,901
2016,33,Indian/Asian,Primary,4064
2016,33,Indian/Asian,Secondary,13203
2016,33,Indian/Asian,Higher,6146
2016,33,White,No schooling/less than primary,808
2016,33,White,Primary,6729
2016,33,White,Secondary,25719
2016,33,White,Higher,24083
2016,34,Black African,No schooling/less than primary,61986
2016,34,Black African,Primary,271432
2016,34,Black African,Secondary,235022
2016,34,Black African,Higher,57375
2016,34,Coloured,No schooling/less than primary,3853
2016,34,Coloured,Primary,31648
2016,34,Coloured,Secondary,26624
2016,34,Coloured,Higher,6159
2016,34,Indian/Asian,No schooling/less than primary,755
2016,34,Indian/Asian,Primary,3758
2016,34,Indian/Asian,Secondary,11748
2016,34,Indian/Asian,Higher,5881
2016,34,White,No schooling/less than primary,1311
2016,34,White,Primary,6216
2016,34,White,Secondary,23207
2016,34,White,Higher,20951
2016,35,Black African,No schooling/less than primary,59466
2016,35,Black African,Primary,290145
2016,35,Black African,Secondary,260886
2016,35,Black African,Higher,65561
2016,35,Coloured,No schooling/less than primary,4459
2016,35,Coloured,Primary,34856
2016,35,Coloured,Secondary,34154
2016,35,Coloured,Higher,8049
2016,35,Indian/Asian,No schooling/less than primary,650
2016,35,Indian/Asian,Primary,4141
2016,35,Indian/Asian,Secondary,14168
2016,35,Indian/Asian,Higher,8261
2016,35,White,No schooling/less than primary,1255
2016,35,White,Primary,6616
2016,35,White,Secondary,25392
2016,35,White,Higher,26655
2016,36,Black African,No schooling/less than primary,64593
2016,36,Black African,Primary,286456
2016,36,Black African,Secondary,247703
2016,36,Black African,Higher,61640
2016,36,Coloured,No schooling/less than primary,5098
2016,36,Coloured,Primary,30670
2016,36,Coloured,Secondary,30674
2016,36,Coloured,Higher,6027
2016,36,Indian/Asian,No schooling/less than primary,838
2016,36,Indian/Asian,Primary,3585
2016,36,Indian/Asian,Secondary,13402
2016,36,Indian/Asian,Higher,6060
2016,36,White,No schooling/less than primary,1071
2016,36,White,Primary,5211
2016,36,White,Secondary,24140
2016,36,White,Higher,23410
2016,37,Black African,No schooling/less than primary,55664
2016,37,Black African,Primary,240658
2016,37,Black African,Secondary,213302
2016,37,Black African,Higher,55918
2016,37,Coloured,No schooling/less than primary,4279
2016,37,Coloured,Primary,29006
2016,37,Coloured,Secondary,28615
2016,37,Coloured,Higher,6406
2016,37,Indian/Asian,No schooling/less than primary,843
2016,37,Indian/Asian,Primary,3728
2016,37,Indian/Asian,Secondary,11574
2016,37,Indian/Asian,Higher,4997
2016,37,White,No schooling/less than primary,1002
2016,37,White,Primary,5265
2016,37,White,Secondary,23883
2016,37,White,Higher,22090
2016,38,Black African,No schooling/less than primary,64356
2016,38,Black African,Primary,235869
2016,38,Black African,Secondary,203042
2016,38,Black African,Higher,54328
2016,38,Coloured,No schooling/less than primary,5202
2016,38,Coloured,Primary,29615
2016,38,Coloured,Secondary,28644
2016,38,Coloured,Higher,7966
2016,38,Indian/Asian,No schooling/less than primary,932
2016,38,Indian/Asian,Primary,3584
2016,38,Indian/Asian,Secondary,11390
2016,38,Indian/Asian,Higher,5051
2016,38,White,No schooling/less than primary,942
2016,38,White,Primary,6021
2016,38,White,Secondary,22903
2016,38,White,Higher,19899
2016,39,Black African,No schooling/less than primary,67596
2016,39,Black African,Primary,237137
2016,39,Black African,Secondary,199946
2016,39,Black African,Higher,55138
2016,39,Coloured,No schooling/less than primary,6329
2016,39,Coloured,Primary,29372
2016,39,Coloured,Secondary,27964
2016,39,Coloured,Higher,6789
2016,39,Indian/Asian,No schooling/less than primary,632
2016,39,Indian/Asian,Primary,4311
2016,39,Indian/Asian,Secondary,13508
2016,39,Indian/Asian,Higher,5569
2016,39,White,No schooling/less than primary,798
2016,39,White,Primary,5936
2016,39,White,Secondary,26579
2016,39,White,Higher,22199
2016,40,Black African,No schooling/less than primary,74021
2016,40,Black African,Primary,236837
2016,40,Black African,Secondary,194774
2016,40,Black African,Higher,52298
2016,40,Coloured,No schooling/less than primary,6325
2016,40,Coloured,Primary,31116
2016,40,Coloured,Secondary,26120
2016,40,Coloured,Higher,8090
2016,40,Indian/Asian,No schooling/less than primary,836
2016,40,Indian/Asian,Primary,4008
2016,40,Indian/Asian,Secondary,12125
2016,40,Indian/Asian,Higher,6133
2016,40,White,No schooling/less than primary,1597
2016,40,White,Primary,6590
2016,40,White,Secondary,25935
2016,40,White,Higher,22220
2016,41,Black African,No schooling/less than primary,75103
2016,41,Black African,Primary,216143
2016,41,Black African,Secondary,176542
2016,41,Black African,Higher,49896
2016,41,Coloured,No schooling/less than primary,7902
2016,41,Coloured,Primary,30643
2016,41,Coloured,Secondary,24498
2016,41,Coloured,Higher,6244
2016,41,Indian/Asian,No schooling/less than primary,816
2016,41,Indian/Asian,Primary,3945
2016,41,Indian/Asian,Secondary,11021
2016,41,Indian/Asian,Higher,5023
2016,41,White,No schooling/less than primary,1410
2016,41,White,Primary,5366
2016,41,White,Secondary,26015
2016,41,White,Higher,20754
2016,42,Black African,No schooling/less than primary,73163
2016,42,Black African,Primary,194274
2016,42,Black African,Secondary,154960
2016,42,Black African,Higher,46611
2016,42,Coloured,No schooling/less than primary,8374
2016,42,Coloured,Primary,32493
2016,42,Coloured,Secondary,22611
2016,42,Coloured,Higher,5953
2016,42,Indian/Asian,No schooling/less than primary,451
2016,42,Indian/Asian,Primary,4079
2016,42,Indian/Asian,Secondary,9934
2016,42,Indian/Asian,Higher,4670
2016,42,White,No schooling/less than primary,790
2016,42,White,Primary,5254
2016,42,White,Secondary,24702
2016,42,White,Higher,20737
2016,43,Black African,No schooling/less than primary,84170
2016,43,Black African,Primary,206503
2016,43,Black African,Secondary,156913
2016,43,Black African,Higher,47274
2016,43,Coloured,No schooling/less than primary,9644
2016,43,Coloured,Primary,35786
2016,43,Coloured,Secondary,24615
2016,43,Coloured,Higher,6521
2016,43,Indian/Asian,No schooling/less than primary,677
2016,43,Indian/Asian,Primary,4646
2016,43,Indian/Asian,Secondary,10088
2016,43,Indian/Asian,Higher,4505
2016,43,White,No schooling/less than primary,1135
2016,43,White,Primary,6575
2016,43,White,Secondary,27424
2016,43,White,Higher,25566
2016,44,Black African,No schooling/less than primary,73990
2016,44,Black African,Primary,165405
2016,44,Black African,Secondary,125862
2016,44,Black African,Higher,41786
2016,44,Coloured,No schooling/less than primary,9321
2016,44,Coloured,Primary,36206
2016,44,Coloured,Secondary,21357
2016,44,Coloured,Higher,6800
2016,44,Indian/Asian,No schooling/less than primary,670
2016,44,Indian/Asian,Primary,4442
2016,44,Indian/Asian,Secondary,10044
2016,44,Indian/Asian,Higher,4536
2016,44,White,No schooling/less than primary,1038
2016,44,White,Primary,6197
2016,44,White,Secondary,25581
2016,44,White,Higher,21107
2016,45,Black African,No schooling/less than primary,87605
2016,45,Black African,Primary,189060
2016,45,Black African,Secondary,126190
2016,45,Black African,Higher,43583
2016,45,Coloured,No schooling/less than primary,7944
2016,45,Coloured,Primary,31186
2016,45,Coloured,Secondary,19483
2016,45,Coloured,Higher,6279
2016,45,Indian/Asian,No schooling/less than primary,1138
2016,45,Indian/Asian,Primary,4325
2016,45,Indian/Asian,Secondary,11615
2016,45,Indian/Asian,Higher,5104
2016,45,White,No schooling/less than primary,1678
2016,45,White,Primary,8333
2016,45,White,Secondary,33318
2016,45,White,Higher,28085
2016,46,Black African,No schooling/less than primary,94404
2016,46,Black African,Primary,180198
2016,46,Black African,Secondary,112312
2016,46,Black African,Higher,40545
2016,46,Coloured,No schooling/less than primary,8899
2016,46,Coloured,Primary,29592
2016,46,Coloured,Secondary,18319
2016,46,Coloured,Higher,5171
2016,46,Indian/Asian,No schooling/less than primary,771
2016,46,Indian/Asian,Primary,5016
2016,46,Indian/Asian,Secondary,9320
2016,46,Indian/Asian,Higher,3626
2016,46,White,No schooling/less than primary,1429
2016,46,White,Primary,8950
2016,46,White,Secondary,31455
2016,46,White,Higher,25845
2016,47,Black African,No schooling/less than primary,101150
2016,47,Black African,Primary,176908
2016,47,Black African,Secondary,101724
2016,47,Black African,Higher,38504
2016,47,Coloured,No schooling/less than primary,10332
2016,47,Coloured,Primary,31371
2016,47,Coloured,Secondary,15710
2016,47,Coloured,Higher,4947
2016,47,Indian/Asian,No schooling/less than primary,817
2016,47,Indian/Asian,Primary,5130
2016,47,Indian/Asian,Secondary,8894
2016,47,Indian/Asian,Higher,3408
2016,47,White,No schooling/less than primary,1145
2016,47,White,Primary,8703
2016,47,White,Secondary,27273
2016,47,White,Higher,25428
2016,48,Black African,No schooling/less than primary,88320
2016,48,Black African,Primary,151959
2016,48,Black African,Secondary,80375
2016,48,Black African,Higher,32848
2016,48,Coloured,No schooling/less than primary,9471
2016,48,Coloured,Primary,27747
2016,48,Coloured,Secondary,14021
2016,48,Coloured,Higher,4686
2016,48,Indian/Asian,No schooling/less than primary,905
2016,48,Indian/Asian,Primary,4168
2016,48,Indian/Asian,Secondary,7972
2016,48,Indian/Asian,Higher,2969
2016,48,White,No schooling/less than primary,886
2016,48,White,Primary,7261
2016,48,White,Secondary,27417
2016,48,White,Higher,24391
2016,49,Black African,No schooling/less than primary,94505
2016,49,Black African,Primary,147977
2016,49,Black African,Secondary,73271
2016,49,Black African,Higher,30786
2016,49,Coloured,No schooling/less than primary,11055
2016,49,Coloured,Primary,29439
2016,49,Coloured,Secondary,13259
2016,49,Coloured,Higher,5194
2016,49,Indian/Asian,No schooling/less than primary,1021
2016,49,Indian/Asian,Primary,5048
2016,49,Indian/Asian,Secondary,8216
2016,49,Indian/Asian,Higher,2711
2016,49,White,No schooling/less than primary,1074
2016,49,White,Primary,9099
2016,49,White,Secondary,25315
2016,49,White,Higher,22274
2016,50,Black African,No schooling/less than primary,106268
2016,50,Black African,Primary,142069
2016,50,Black African,Secondary,67301
2016,50,Black African,Higher,28222
2016,50,Coloured,No schooling/less than primary,11695
2016,50,Coloured,Primary,28928
2016,50,Coloured,Secondary,12020
2016,50,Coloured,Higher,4013
2016,50,Indian/Asian,No schooling/less than primary,1115
2016,50,Indian/Asian,Primary,5936
2016,50,Indian/Asian,Secondary,8683
2016,50,Indian/Asian,Higher,3228
2016,50,White,No schooling/less than primary,1201
2016,50,White,Primary,9841
2016,50,White,Secondary,29819
2016,50,White,Higher,25308
2016,51,Black African,No schooling/less than primary,108873
2016,51,Black African,Primary,140738
2016,51,Black African,Secondary,61825
2016,51,Black African,Higher,25280
2016,51,Coloured,No schooling/less than primary,9855
2016,51,Coloured,Primary,27923
2016,51,Coloured,Secondary,11497
2016,51,Coloured,Higher,3318
2016,51,Indian/Asian,No schooling/less than primary,1610
2016,51,Indian/Asian,Primary,5483
