time,age,population_group,employment,population,geo
Total,13,Black African,Discouraged work-seeker,0,zaf
Total,13,Black African,Not economically active,0,zaf
Total,13,Black African,Unspecified,0,zaf
Total,13,Black African,Not applicable,2315813.611,zaf
Total,14,White,Employed,0,zaf
Total,14,White,Unemployed,0,zaf
Total,14,White,Discouraged work-seeker,0,zaf
Total,14,White,Not economically active,0,zaf
Total,14,White,Unspecified,0,zaf
Total,14,White,Not applicable,192114.41,zaf
Total,14,Black African,Employed,0,zaf
Total,14,Black African,Unemployed,0,zaf
Total,14,Black African,Discouraged work-seeker,0,zaf
Total,14,Black African,Not economically active,0,zaf
Total,14,Black African,Unspecified,0,zaf
Total,14,Black African,Not applicable,2333870.131,zaf
Total,15,White,Employed,5602.14104,zaf
Total,15,White,Unemployed,3520.57331,zaf
Total,15,White,Discouraged work-seeker,486.68764,zaf
Total,15,White,Not economically active,179047.0446,zaf
Total,15,White,Unspecified,0,zaf
Total,15,White,Not applicable,8053.43444,zaf
Total,15,Black African,Employed,29331.10853,zaf
Total,15,Black African,Unemployed,94951.25429,zaf
Total,15,Black African,Discouraged work-seeker,18306.53034,zaf
Total,15,Black African,Not economically active,2187100.921,zaf
Total,15,Black African,Unspecified,0,zaf
Total,15,Black African,Not applicable,9025.66963,zaf
Total,16,White,Employed,8364.083032,zaf
Total,16,White,Unemployed,4663.448995,zaf
Total,16,White,Discouraged work-seeker,488.31749,zaf
Total,16,White,Not economically active,181367.176,zaf
Total,16,White,Unspecified,0,zaf
Total,16,White,Not applicable,8013.61062,zaf
Total,16,Black African,Employed,38092.54681,zaf
Total,16,Black African,Unemployed,121313.8612,zaf
Total,16,Black African,Discouraged work-seeker,18560.1069,zaf
Total,16,Black African,Not economically active,2186721.119,zaf
Total,16,Black African,Unspecified,1.1232,zaf
Total,16,Black African,Not applicable,10313.60564,zaf
Total,17,White,Employed,13009.29999,zaf
Total,17,White,Unemployed,6538.100472,zaf
Total,17,White,Discouraged work-seeker,489.71703,zaf
Total,17,White,Not economically active,168357.2798,zaf
Total,17,White,Unspecified,0,zaf
Total,17,White,Not applicable,7253.02692,zaf
Total,17,Black African,Employed,54174.91854,zaf
Total,17,Black African,Unemployed,171233.1104,zaf
Total,17,Black African,Discouraged work-seeker,24394.44631,zaf
Total,17,Black African,Not economically active,2037249.259,zaf
Total,17,Black African,Unspecified,0,zaf
Total,17,Black African,Not applicable,11120.03833,zaf
Total,18,White,Employed,30129.75348,zaf
Total,18,White,Unemployed,11293.86073,zaf
Total,18,White,Discouraged work-seeker,657.07215,zaf
Total,18,White,Not economically active,148987.3204,zaf
Total,18,White,Unspecified,0,zaf
Total,18,White,Not applicable,6610.39408,zaf
Total,18,Black African,Employed,87572.82974,zaf
Total,18,Black African,Unemployed,268776.3318,zaf
Total,18,Black African,Discouraged work-seeker,35009.41643,zaf
Total,18,Black African,Not economically active,1885666.95,zaf
Total,18,Black African,Unspecified,0,zaf
Total,18,Black African,Not applicable,13658.52228,zaf
Total,19,White,Employed,65832.51037,zaf
Total,19,White,Unemployed,16457.55407,zaf
Total,19,White,Discouraged work-seeker,802.49201,zaf
Total,19,White,Not economically active,100297.0496,zaf
Total,19,White,Unspecified,0,zaf
Total,19,White,Not applicable,7155.93042,zaf
Total,19,Black African,Employed,140204.9414,zaf
Total,19,Black African,Unemployed,401761.7157,zaf
Total,19,Black African,Discouraged work-seeker,50084.16027,zaf
Total,19,Black African,Not economically active,1707280.89,zaf
Total,19,Black African,Unspecified,0,zaf
Total,19,Black African,Not applicable,16124.22789,zaf
Total,20,White,Employed,90271.11636,zaf
Total,20,White,Unemployed,16395.38209,zaf
Total,20,White,Discouraged work-seeker,969.6146,zaf
Total,20,White,Not economically active,84329.79929,zaf
Total,20,White,Unspecified,0,zaf
Total,20,White,Not applicable,5985.98438,zaf
Total,20,Black African,Employed,225981.0434,zaf
Total,20,Black African,Unemployed,550524.952,zaf
Total,20,Black African,Discouraged work-seeker,70422.8639,zaf
Total,20,Black African,Not economically active,1465889.981,zaf
Total,20,Black African,Unspecified,2.266,zaf
Total,20,Black African,Not applicable,20095.65849,zaf
Total,21,White,Employed,104650.3966,zaf
Total,21,White,Unemployed,14451.20685,zaf
Total,21,White,Discouraged work-seeker,969.63293,zaf
Total,21,White,Not economically active,72719.64226,zaf
Total,21,White,Unspecified,0,zaf
Total,21,White,Not applicable,4191.99136,zaf
Total,21,Black African,Employed,323238.2654,zaf
Total,21,Black African,Unemployed,671378.5392,zaf
Total,21,Black African,Discouraged work-seeker,79962.46878,zaf
Total,21,Black African,Not economically active,1269870.134,zaf
Total,21,Black African,Unspecified,3.399,zaf
Total,21,Black African,Not applicable,21805.53993,zaf
Total,22,White,Employed,115274.3786,zaf
Total,22,White,Unemployed,12554.46157,zaf
Total,22,White,Discouraged work-seeker,792.45643,zaf
Total,22,White,Not economically active,55485.48602,zaf
Total,22,White,Unspecified,0,zaf
Total,22,White,Not applicable,2956.47246,zaf
Total,22,Black African,Employed,402282.2169,zaf
Total,22,Black African,Unemployed,712280.6927,zaf
Total,22,Black African,Discouraged work-seeker,78536.57381,zaf
Total,22,Black African,Not economically active,991171.5878,zaf
Total,22,Black African,Unspecified,1.133,zaf
Total,22,Black African,Not applicable,22391.89543,zaf
Total,23,White,Employed,129272.7307,zaf
Total,23,White,Unemployed,11137.62322,zaf
Total,23,White,Discouraged work-seeker,685.65704,zaf
Total,23,White,Not economically active,41639.52403,zaf
Total,23,White,Unspecified,0,zaf
Total,23,White,Not applicable,2185.23992,zaf
Total,23,Black African,Employed,487182.2994,zaf
Total,23,Black African,Unemployed,727597.5188,zaf
Total,23,Black African,Discouraged work-seeker,80215.33226,zaf
Total,23,Black African,Not economically active,812542.6531,zaf
Total,23,Black African,Unspecified,1.133,zaf
Total,23,Black African,Not applicable,21882.15421,zaf
Total,24,White,Employed,143083.1534,zaf
Total,24,White,Unemployed,10316.39091,zaf
Total,24,White,Discouraged work-seeker,610.35524,zaf
Total,24,White,Not economically active,33901.08621,zaf
Total,24,White,Unspecified,0,zaf
Total,24,White,Not applicable,1918.39682,zaf
Total,24,Black African,Employed,576492.2918,zaf
Total,24,Black African,Unemployed,750168.3742,zaf
Total,24,Black African,Discouraged work-seeker,75366.95024,zaf
Total,24,Black African,Not economically active,718044.4275,zaf
Total,24,Black African,Unspecified,0,zaf
Total,24,Black African,Not applicable,22194.87666,zaf
Total,25,White,Employed,154167.2248,zaf
Total,25,White,Unemployed,10027.25333,zaf
Total,25,White,Discouraged work-seeker,634.69858,zaf
Total,25,White,Not economically active,30528.47387,zaf
Total,25,White,Unspecified,0,zaf
Total,25,White,Not applicable,1610.70757,zaf
Total,25,Black African,Employed,641110.3612,zaf
Total,25,Black African,Unemployed,716507.7326,zaf
Total,25,Black African,Discouraged work-seeker,74057.25656,zaf
Total,25,Black African,Not economically active,610541.1837,zaf
Total,25,Black African,Unspecified,0,zaf
Total,25,Black African,Not applicable,18904.42241,zaf
Total,26,White,Employed,160084.9943,zaf
Total,26,White,Unemployed,9659.352961,zaf
Total,26,White,Discouraged work-seeker,605.28703,zaf
Total,26,White,Not economically active,29337.80231,zaf
Total,26,White,Unspecified,0,zaf
Total,26,White,Not applicable,1523.18209,zaf
Total,26,Black African,Employed,731903.9113,zaf
Total,26,Black African,Unemployed,732307.8972,zaf
Total,26,Black African,Discouraged work-seeker,71445.80578,zaf
Total,26,Black African,Not economically active,589202.2743,zaf
Total,26,Black African,Unspecified,1.133,zaf
Total,26,Black African,Not applicable,20243.20249,zaf
Total,27,White,Employed,159398.5334,zaf
Total,27,White,Unemployed,8703.88731,zaf
Total,27,White,Discouraged work-seeker,657.57053,zaf
Total,27,White,Not economically active,28402.34427,zaf
Total,27,White,Unspecified,0,zaf
Total,27,White,Not applicable,1425.05447,zaf
Total,27,Black African,Employed,738535.834,zaf
Total,27,Black African,Unemployed,662301.266,zaf
Total,27,Black African,Discouraged work-seeker,65183.15093,zaf
Total,27,Black African,Not economically active,500600.4816,zaf
Total,27,Black African,Unspecified,0,zaf
Total,27,Black African,Not applicable,16696.60701,zaf
Total,28,White,Employed,162281.2263,zaf
Total,28,White,Unemployed,8275.937907,zaf
Total,28,White,Discouraged work-seeker,611.38526,zaf
Total,28,White,Not economically active,28962.28524,zaf
Total,28,White,Unspecified,0,zaf
Total,28,White,Not applicable,1337.83183,zaf
Total,28,Black African,Employed,776369.397,zaf
Total,28,Black African,Unemployed,630920.5971,zaf
Total,28,Black African,Discouraged work-seeker,62534.7419,zaf
Total,28,Black African,Not economically active,473924.0105,zaf
Total,28,Black African,Unspecified,2.266,zaf
Total,28,Black African,Not applicable,15792.81433,zaf
Total,29,White,Employed,163431.7688,zaf
Total,29,White,Unemployed,8251.50231,zaf
Total,29,White,Discouraged work-seeker,603.34629,zaf
Total,29,White,Not economically active,29262.49848,zaf
Total,29,White,Unspecified,0,zaf
Total,29,White,Not applicable,1220.27554,zaf
Total,29,Black African,Employed,761442.2614,zaf
Total,29,Black African,Unemployed,578657.3638,zaf
Total,29,Black African,Discouraged work-seeker,59064.20743,zaf
Total,29,Black African,Not economically active,433479.9186,zaf
Total,29,Black African,Unspecified,3.3115,zaf
Total,29,Black African,Not applicable,12790.75572,zaf
Total,30,White,Employed,167258.1833,zaf
Total,30,White,Unemployed,8188.99736,zaf
Total,30,White,Discouraged work-seeker,512.75196,zaf
Total,30,White,Not economically active,30992.8563,zaf
Total,30,White,Unspecified,0,zaf
Total,30,White,Not applicable,1274.04171,zaf
Total,30,Black African,Employed,739955.9072,zaf
Total,30,Black African,Unemployed,512810.8851,zaf
Total,30,Black African,Discouraged work-seeker,50768.35762,zaf
Total,30,Black African,Not economically active,393996.3084,zaf
Total,30,Black African,Unspecified,3.3115,zaf
Total,30,Black African,Not applicable,12882.52745,zaf
Total,31,White,Employed,161058.1208,zaf
Total,31,White,Unemployed,7593.666719,zaf
Total,31,White,Discouraged work-seeker,563.52484,zaf
Total,31,White,Not economically active,29924.83593,zaf
Total,31,White,Unspecified,0,zaf
Total,31,White,Not applicable,1136.53517,zaf
Total,31,Black African,Employed,769548.9664,zaf
Total,31,Black African,Unemployed,518533.1084,zaf
Total,31,Black African,Discouraged work-seeker,51512.51972,zaf
Total,31,Black African,Not economically active,399393.8052,zaf
Total,31,Black African,Unspecified,0,zaf
Total,31,Black African,Not applicable,11070.12316,zaf
Total,32,White,Employed,159785.85,zaf
Total,32,White,Unemployed,7383.768379,zaf
Total,32,White,Discouraged work-seeker,453.43981,zaf
Total,32,White,Not economically active,30337.02652,zaf
Total,32,White,Unspecified,0,zaf
Total,32,White,Not applicable,1146.29108,zaf
Total,32,Black African,Employed,756404.3728,zaf
Total,32,Black African,Unemployed,476145.5987,zaf
Total,32,Black African,Discouraged work-seeker,47058.36881,zaf
Total,32,Black African,Not economically active,369643.3058,zaf
Total,32,Black African,Unspecified,3.2874,zaf
Total,32,Black African,Not applicable,10765.98247,zaf
Total,33,White,Employed,155794.613,zaf
Total,33,White,Unemployed,7153.942342,zaf
Total,33,White,Discouraged work-seeker,493.56209,zaf
Total,33,White,Not economically active,30807.34217,zaf
Total,33,White,Unspecified,0,zaf
Total,33,White,Not applicable,1113.76204,zaf
Total,33,Black African,Employed,714619.9565,zaf
Total,33,Black African,Unemployed,435145.2435,zaf
Total,33,Black African,Discouraged work-seeker,40785.98287,zaf
Total,33,Black African,Not economically active,341819.1541,zaf
Total,33,Black African,Unspecified,1.0958,zaf
Total,33,Black African,Not applicable,9697.28554,zaf
Total,34,White,Employed,158072.604,zaf
Total,34,White,Unemployed,6853.116139,zaf
Total,34,White,Discouraged work-seeker,501.66109,zaf
Total,34,White,Not economically active,31271.50382,zaf
Total,34,White,Unspecified,0,zaf
Total,34,White,Not applicable,1007.49038,zaf
Total,34,Black African,Employed,693233.5673,zaf
Total,34,Black African,Unemployed,397918.7317,zaf
Total,34,Black African,Discouraged work-seeker,41897.64875,zaf
Total,34,Black African,Not economically active,321711.1335,zaf
Total,34,Black African,Unspecified,1.0958,zaf
Total,34,Black African,Not applicable,8767.39768,zaf
Total,35,White,Employed,159354.2891,zaf
Total,35,White,Unemployed,7109.153876,zaf
Total,35,White,Discouraged work-seeker,500.34942,zaf
Total,35,White,Not economically active,32539.37368,zaf
Total,35,White,Unspecified,0,zaf
Total,35,White,Not applicable,1169.54072,zaf
Total,35,Black African,Employed,689960.3994,zaf
Total,35,Black African,Unemployed,382631.946,zaf
Total,35,Black African,Discouraged work-seeker,39994.69026,zaf
Total,35,Black African,Not economically active,321494.2448,zaf
Total,35,Black African,Unspecified,0,zaf
Total,35,Black African,Not applicable,7916.2898,zaf
Total,36,White,Employed,162327.0808,zaf
Total,36,White,Unemployed,7263.112726,zaf
Total,36,White,Discouraged work-seeker,561.41492,zaf
Total,36,White,Not economically active,33923.10002,zaf
Total,36,White,Unspecified,0,zaf
Total,36,White,Not applicable,1099.24039,zaf
Total,36,Black African,Employed,722565.0864,zaf
Total,36,Black African,Unemployed,398328.8507,zaf
Total,36,Black African,Discouraged work-seeker,39062.96609,zaf
Total,36,Black African,Not economically active,337362.1836,zaf
Total,36,Black African,Unspecified,0,zaf
Total,36,Black African,Not applicable,8298.59448,zaf
Total,37,White,Employed,159804.2295,zaf
Total,37,White,Unemployed,7172.405773,zaf
Total,37,White,Discouraged work-seeker,517.67532,zaf
Total,37,White,Not economically active,32941.16598,zaf
Total,37,White,Unspecified,0,zaf
Total,37,White,Not applicable,1016.58723,zaf
Total,37,Black African,Employed,646596.6462,zaf
Total,37,Black African,Unemployed,346699.9104,zaf
Total,37,Black African,Discouraged work-seeker,35085.55859,zaf
Total,37,Black African,Not economically active,302340.347,zaf
Total,37,Black African,Unspecified,0,zaf
Total,37,Black African,Not applicable,6180.85348,zaf
Total,38,White,Employed,163976.5557,zaf
Total,38,White,Unemployed,7365.08459,zaf
Total,38,White,Discouraged work-seeker,586.2659,zaf
Total,38,White,Not economically active,34887.22695,zaf
Total,38,White,Unspecified,0,zaf
Total,38,White,Not applicable,1070.31793,zaf
Total,38,Black African,Employed,675981.1512,zaf
Total,38,Black African,Unemployed,353440.0797,zaf
Total,38,Black African,Discouraged work-seeker,34110.82674,zaf
Total,38,Black African,Not economically active,316019.8396,zaf
Total,38,Black African,Unspecified,0,zaf
Total,38,Black African,Not applicable,6744.26891,zaf
Total,39,White,Employed,163138.9088,zaf
Total,39,White,Unemployed,7117.072169,zaf
Total,39,White,Discouraged work-seeker,550.33354,zaf
Total,39,White,Not economically active,34887.22496,zaf
Total,39,White,Unspecified,0,zaf
Total,39,White,Not applicable,1031.31071,zaf
Total,39,Black African,Employed,627162.5698,zaf
Total,39,Black African,Unemployed,320267.8907,zaf
Total,39,Black African,Discouraged work-seeker,34498.79773,zaf
Total,39,Black African,Not economically active,296504.6518,zaf
Total,39,Black African,Unspecified,0,zaf
Total,39,Black African,Not applicable,5560.29263,zaf
Total,40,White,Employed,169743.2533,zaf
Total,40,White,Unemployed,7633.383875,zaf
Total,40,White,Discouraged work-seeker,583.81052,zaf
Total,40,White,Not economically active,37189.08458,zaf
Total,40,White,Unspecified,0,zaf
Total,40,White,Not applicable,1133.87949,zaf
Total,40,Black African,Employed,593749.4861,zaf
Total,40,Black African,Unemployed,284979.2012,zaf
Total,40,Black African,Discouraged work-seeker,27797.2588,zaf
Total,40,Black African,Not economically active,281949.1695,zaf
Total,40,Black African,Unspecified,0,zaf
Total,40,Black African,Not applicable,5797.58919,zaf
Total,41,White,Employed,159639.2989,zaf
Total,41,White,Unemployed,6842.652206,zaf
Total,41,White,Discouraged work-seeker,590.35053,zaf
Total,41,White,Not economically active,35342.36956,zaf
Total,41,White,Unspecified,0,zaf
Total,41,White,Not applicable,910.55167,zaf
Total,41,Black African,Employed,580866.7144,zaf
Total,41,Black African,Unemployed,285318.4634,zaf
Total,41,Black African,Discouraged work-seeker,31751.33553,zaf
Total,41,Black African,Not economically active,290710.3717,zaf
Total,41,Black African,Unspecified,0,zaf
Total,41,Black African,Not applicable,4376.90557,zaf
Total,42,White,Employed,158917.5637,zaf
Total,42,White,Unemployed,6988.05848,zaf
Total,42,White,Discouraged work-seeker,555.15878,zaf
Total,42,White,Not economically active,36031.70301,zaf
Total,42,White,Unspecified,0,zaf
Total,42,White,Not applicable,1007.99858,zaf
Total,42,Black African,Employed,563406.6801,zaf
Total,42,Black African,Unemployed,265628.2271,zaf
Total,42,Black African,Discouraged work-seeker,28934.01645,zaf
Total,42,Black African,Not economically active,282276.854,zaf
Total,42,Black African,Unspecified,0,zaf
Total,42,Black African,Not applicable,4421.41694,zaf
Total,43,White,Employed,153229.6082,zaf
Total,43,White,Unemployed,6678.02027,zaf
Total,43,White,Discouraged work-seeker,544.68335,zaf
Total,43,White,Not economically active,36160.41023,zaf
Total,43,White,Unspecified,0,zaf
Total,43,White,Not applicable,910.8111,zaf
Total,43,Black African,Employed,538190.3554,zaf
Total,43,Black African,Unemployed,255830.7313,zaf
Total,43,Black African,Discouraged work-seeker,28018.9047,zaf
Total,43,Black African,Not economically active,279354.5129,zaf
Total,43,Black African,Unspecified,2.2157,zaf
Total,43,Black African,Not applicable,3784.4102,zaf
Total,44,White,Employed,145121.0385,zaf
Total,44,White,Unemployed,6358.862621,zaf
Total,44,White,Discouraged work-seeker,506.40283,zaf
Total,44,White,Not economically active,35324.91857,zaf
Total,44,White,Unspecified,0,zaf
Total,44,White,Not applicable,923.09059,zaf
Total,44,Black African,Employed,477829.9269,zaf
Total,44,Black African,Unemployed,224579.6201,zaf
Total,44,Black African,Discouraged work-seeker,22636.14337,zaf
Total,44,Black African,Not economically active,252948.4459,zaf
Total,44,Black African,Unspecified,0,zaf
Total,44,Black African,Not applicable,4113.03233,zaf
Total,45,White,Employed,142025.858,zaf
Total,45,White,Unemployed,6433.359116,zaf
Total,45,White,Discouraged work-seeker,498.93382,zaf
Total,45,White,Not economically active,36319.62045,zaf
Total,45,White,Unspecified,0,zaf
Total,45,White,Not applicable,987.27561,zaf
Total,45,Black African,Employed,454793.7286,zaf
Total,45,Black African,Unemployed,204550.3838,zaf
Total,45,Black African,Discouraged work-seeker,23765.09214,zaf
Total,45,Black African,Not economically active,251808.5396,zaf
Total,45,Black African,Unspecified,0,zaf
Total,45,Black African,Not applicable,3324.74052,zaf
Total,46,White,Employed,138935.3315,zaf
Total,46,White,Unemployed,6195.153323,zaf
Total,46,White,Discouraged work-seeker,502.30509,zaf
Total,46,White,Not economically active,36777.91887,zaf
Total,46,White,Unspecified,0,zaf
Total,46,White,Not applicable,907.34746,zaf
Total,46,Black African,Employed,452244.4352,zaf
Total,46,Black African,Unemployed,205569.7927,zaf
Total,46,Black African,Discouraged work-seeker,24182.69362,zaf
Total,46,Black African,Not economically active,268110.8706,zaf
Total,46,Black African,Unspecified,0,zaf
Total,46,Black African,Not applicable,3567.11482,zaf
Total,47,White,Employed,136127.6879,zaf
Total,47,White,Unemployed,6202.743513,zaf
Total,47,White,Discouraged work-seeker,547.69811,zaf
Total,47,White,Not economically active,37369.84965,zaf
Total,47,White,Unspecified,0,zaf
Total,47,White,Not applicable,874.02641,zaf
Total,47,Black African,Employed,419571.8782,zaf
Total,47,Black African,Unemployed,188483.1891,zaf
Total,47,Black African,Discouraged work-seeker,23893.24214,zaf
Total,47,Black African,Not economically active,259638.8858,zaf
Total,47,Black African,Unspecified,0,zaf
Total,47,Black African,Not applicable,2772.44405,zaf
Total,48,White,Employed,135100.5057,zaf
Total,48,White,Unemployed,6136.862718,zaf
Total,48,White,Discouraged work-seeker,548.95013,zaf
Total,48,White,Not economically active,39478.49594,zaf
Total,48,White,Unspecified,0,zaf
Total,48,White,Not applicable,880.49409,zaf
Total,48,Black African,Employed,419516.5178,zaf
Total,48,Black African,Unemployed,188616.6281,zaf
Total,48,Black African,Discouraged work-seeker,23767.53122,zaf
Total,48,Black African,Not economically active,275549.4125,zaf
Total,48,Black African,Unspecified,0,zaf
Total,48,Black African,Not applicable,2859.0195,zaf
Total,49,White,Employed,133004.3379,zaf
Total,49,White,Unemployed,5941.414961,zaf
Total,49,White,Discouraged work-seeker,508.71497,zaf
Total,49,White,Not economically active,40978.45356,zaf
Total,49,White,Unspecified,0,zaf
Total,49,White,Not applicable,926.47381,zaf
Total,49,Black African,Employed,390692.9648,zaf
Total,49,Black African,Unemployed,175661.1863,zaf
Total,49,Black African,Discouraged work-seeker,21361.6517,zaf
Total,49,Black African,Not economically active,272899.2521,zaf
Total,49,Black African,Unspecified,0,zaf
Total,49,Black African,Not applicable,2392.40826,zaf
Total,50,White,Employed,130655.7774,zaf
Total,50,White,Unemployed,5816.844994,zaf
Total,50,White,Discouraged work-seeker,457.55294,zaf
Total,50,White,Not economically active,44938.54418,zaf
Total,50,White,Unspecified,0,zaf
Total,50,White,Not applicable,915.54603,zaf
Total,50,Black African,Employed,334198.8839,zaf
Total,50,Black African,Unemployed,137940.0717,zaf
Total,50,Black African,Discouraged work-seeker,16519.60957,zaf
Total,50,Black African,Not economically active,258431.5864,zaf
Total,50,Black African,Unspecified,1.0805,zaf
Total,50,Black African,Not applicable,2523.30592,zaf
Total,51,White,Employed,119917.186,zaf
Total,51,White,Unemployed,5364.565063,zaf
Total,51,White,Discouraged work-seeker,471.04476,zaf
Total,51,White,Not economically active,44132.62573,zaf
Total,51,White,Unspecified,0,zaf
Total,51,White,Not applicable,812.87928,zaf
Total,51,Black African,Employed,329836.7597,zaf
Total,51,Black African,Unemployed,139711.9951,zaf
Total,51,Black African,Discouraged work-seeker,18044.1325,zaf
Total,51,Black African,Not economically active,281949.8017,zaf
Total,51,Black African,Unspecified,0,zaf
Total,51,Black African,Not applicable,1809.73694,zaf
Total,52,White,Employed,118078.9621,zaf
Total,52,White,Unemployed,5189.92304,zaf
Total,52,White,Discouraged work-seeker,547.79656,zaf
Total,52,White,Not economically active,47446.71393,zaf
Total,52,White,Unspecified,0,zaf
Total,52,White,Not applicable,744.27588,zaf
Total,52,Black African,Employed,290666.9598,zaf
Total,52,Black African,Unemployed,118542.293,zaf
Total,52,Black African,Discouraged work-seeker,14966.00714,zaf
Total,52,Black African,Not economically active,266212.6261,zaf
Total,52,Black African,Unspecified,0,zaf
Total,52,Black African,Not applicable,1829.84831,zaf
Total,53,White,Employed,110810.2994,zaf
Total,53,White,Unemployed,5052.411988,zaf
Total,53,White,Discouraged work-seeker,458.91888,zaf
Total,53,White,Not economically active,49090.01627,zaf
Total,53,White,Unspecified,0,zaf
Total,53,White,Not applicable,744.59651,zaf
Total,53,Black African,Employed,273500.7646,zaf
Total,53,Black African,Unemployed,111109.1943,zaf
Total,53,Black African,Discouraged work-seeker,15109.47505,zaf
Total,53,Black African,Not economically active,271127.4944,zaf
Total,53,Black African,Unspecified,0,zaf
Total,53,Black African,Not applicable,1580.79744,zaf
Total,54,White,Employed,106509.7328,zaf
Total,54,White,Unemployed,4805.699719,zaf
Total,54,White,Discouraged work-seeker,496.03595,zaf
Total,54,White,Not economically active,51798.51536,zaf
Total,54,White,Unspecified,0,zaf
Total,54,White,Not applicable,781.52516,zaf
Total,54,Black African,Employed,257671.1726,zaf
Total,54,Black African,Unemployed,104404.0345,zaf
Total,54,Black African,Discouraged work-seeker,12466.70446,zaf
Total,54,Black African,Not economically active,268001.2787,zaf
Total,54,Black African,Unspecified,0,zaf
Total,54,Black African,Not applicable,1708.88907,zaf
Total,55,White,Employed,97904.62606,zaf
Total,55,White,Unemployed,4396.380364,zaf
Total,55,White,Discouraged work-seeker,492.90736,zaf
Total,55,White,Not economically active,55579.56177,zaf
Total,55,White,Unspecified,0,zaf
Total,55,White,Not applicable,824.15362,zaf
Total,55,Black African,Employed,219329.1036,zaf
Total,55,Black African,Unemployed,85957.8441,zaf
Total,55,Black African,Discouraged work-seeker,11374.01117,zaf
Total,55,Black African,Not economically active,257773.1261,zaf
Total,55,Black African,Unspecified,0,zaf
Total,55,Black African,Not applicable,1642.4066,zaf
Total,56,White,Employed,92320.67305,zaf
Total,56,White,Unemployed,4264.138098,zaf
Total,56,White,Discouraged work-seeker,455.16753,zaf
Total,56,White,Not economically active,58270.46037,zaf
Total,56,White,Unspecified,0,zaf
Total,56,White,Not applicable,808.72904,zaf
Total,56,Black African,Employed,220404.4358,zaf
Total,56,Black African,Unemployed,90219.37295,zaf
Total,56,Black African,Discouraged work-seeker,10150.49496,zaf
Total,56,Black African,Not economically active,295773.7104,zaf
Total,56,Black African,Unspecified,0,zaf
Total,56,Black African,Not applicable,2027.72358,zaf
Total,57,White,Employed,83768.53869,zaf
Total,57,White,Unemployed,3855.18334,zaf
Total,57,White,Discouraged work-seeker,466.82077,zaf
Total,57,White,Not economically active,60622.74384,zaf
Total,57,White,Unspecified,0,zaf
Total,57,White,Not applicable,743.05688,zaf
Total,57,Black African,Employed,174778.9253,zaf
Total,57,Black African,Unemployed,66632.0207,zaf
Total,57,Black African,Discouraged work-seeker,9307.54865,zaf
Total,57,Black African,Not economically active,261180.5851,zaf
Total,57,Black African,Unspecified,0,zaf
Total,57,Black African,Not applicable,1236.25305,zaf
Total,58,White,Employed,77369.75073,zaf
Total,58,White,Unemployed,3449.826323,zaf
Total,58,White,Discouraged work-seeker,400.73039,zaf
Total,58,White,Not economically active,63334.69308,zaf
Total,58,White,Unspecified,0,zaf
Total,58,White,Not applicable,767.35292,zaf
Total,58,Black African,Employed,168934.2011,zaf
Total,58,Black African,Unemployed,64179.93373,zaf
Total,58,Black African,Discouraged work-seeker,8866.02085,zaf
Total,58,Black African,Not economically active,277555.805,zaf
Total,58,Black African,Unspecified,1.1879,zaf
Total,58,Black African,Not applicable,1142.16806,zaf
Total,59,White,Employed,70238.1092,zaf
Total,59,White,Unemployed,3095.687714,zaf
Total,59,White,Discouraged work-seeker,380.96097,zaf
Total,59,White,Not economically active,65351.09747,zaf
Total,59,White,Unspecified,0,zaf
Total,59,White,Not applicable,729.41828,zaf
Total,59,Black African,Employed,158579.683,zaf
Total,59,Black African,Unemployed,60861.69259,zaf
Total,59,Black African,Discouraged work-seeker,8295.87477,zaf
Total,59,Black African,Not economically active,302385.3771,zaf
Total,59,Black African,Unspecified,0,zaf
Total,59,Black African,Not applicable,963.16969,zaf
Total,60,White,Employed,61958.13174,zaf
Total,60,White,Unemployed,2552.008621,zaf
Total,60,White,Discouraged work-seeker,329.97057,zaf
Total,60,White,Not economically active,75621.65691,zaf
Total,60,White,Unspecified,0,zaf
Total,60,White,Not applicable,861.11818,zaf
Total,60,Black African,Employed,116713.1278,zaf
Total,60,Black African,Unemployed,40159.46423,zaf
Total,60,Black African,Discouraged work-seeker,4005.51318,zaf
Total,60,Black African,Not economically active,340394.9739,zaf
Total,60,Black African,Unspecified,0,zaf
Total,60,Black African,Not applicable,1434.5097,zaf
Total,61,White,Employed,54057.62891,zaf
Total,61,White,Unemployed,2181.270941,zaf
Total,61,White,Discouraged work-seeker,333.25304,zaf
Total,61,White,Not economically active,74258.89089,zaf
Total,61,White,Unspecified,0,zaf
Total,61,White,Not applicable,732.46166,zaf
Total,61,Black African,Employed,100657.9665,zaf
Total,61,Black African,Unemployed,36230.30074,zaf
Total,61,Black African,Discouraged work-seeker,4140.67804,zaf
Total,61,Black African,Not economically active,380896.1105,zaf
Total,61,Black African,Unspecified,0,zaf
Total,61,Black African,Not applicable,767.15494,zaf
Total,62,White,Employed,48538.46113,zaf
Total,62,White,Unemployed,2044.76384,zaf
Total,62,White,Discouraged work-seeker,311.95468,zaf
Total,62,White,Not economically active,77514.23285,zaf
Total,62,White,Unspecified,0,zaf
Total,62,White,Not applicable,727.04462,zaf
Total,62,Black African,Employed,72170.51429,zaf
Total,62,Black African,Unemployed,23755.17449,zaf
Total,62,Black African,Discouraged work-seeker,3052.54682,zaf
Total,62,Black African,Not economically active,328383.8999,zaf
